"","HUD.ID.Number","Project.Name","address","Project.City","Project.State","Project.ZIP.Code","County","Total.Number.of.Units","Total.Low.Income.Units","Compliance.Monitoring.Status","borough","block","lot","cd","bct2020","bctcb2020","ct2010","cb2010","schooldist","council","zipcode","firecomp","policeprct","healthcenterdistrict","healtharea","sanitboro","sanitdistrict","sanitsub","zonedist1","zonedist2","zonedist3","zonedist4","overlay1","overlay2","spdist1","spdist2","spdist3","ltdheight","splitzone","bldgclass","landuse","easements","ownertype","ownername","lotarea","bldgarea","comarea","resarea","officearea","retailarea","garagearea","strgearea","factryarea","otherarea","areasource","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","bsmtcode","assessland","assesstot","exempttot","yearbuilt","yearalter1","yearalter2","histdist","landmark","builtfar","residfar","commfar","facilfar","borocode","bbl","condono","tract2010","xcoord","ycoord","zonemap","zmcode","sanborn","taxmap","edesignum","appbbl","appdate","plutomapid","firm07_flag","pfirm15_flag","version","dcpedited","latitude","longitude","notes"
"154","NYC20090065","COOPER STREET CLUSTER","683 evergreen ave","BROOKLYN","NY",11207,"Kings County",4,2,"Not Indicated","BK",3434,2,304,3041100,30411002000,411,2000,32,37,11207,"Q252",83,34,3500,3,4,"3A","R6","","","","","","","",NA,"","N","C2",2,0,"","COOPER & DECATUR LIMITED PARTNERSHIP",2500,4875,0,4875,0,0,0,0,0,0,2,1,3,6,6,25,100,25,65,"N",0,"N",5,5,60750,501750,109846,1906,2008,0,"","",1.95,2.43,0,4.8,3,3034340002,NA,411,1009491,189536,"17c","","309 021",31109,"",NA,"",1,NA,NA,"25v4","",40.6868733,-73.9089874,NA
"155","NYC20090142","KNICKERBOCKER AVENUE CLUSTER","302 harman st","BROOKLYN","NY",11237,"Kings County",5,5,"Not Indicated","BK",3289,14,304,3043100,30431001000,431,1000,32,37,11237,"E271",83,34,3300,3,4,"2B","R6","","","","","","","",NA,"","N","C2",2,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2425,4130,0,4130,0,0,0,0,0,0,2,1,3,6,6,25,97,25,55,"N",0,"N",5,5,60750,526050,91115,1931,2006,0,"","",1.7,2.43,0,4.8,3,3032890014,NA,431,1006847,194285,"13b","","309 040",31104,"",NA,"",1,NA,NA,"25v4","",40.6999153,-73.9185051,NA
"156","NYC20090143","KNICKERBOCKER AVENUE CLUSTER","588 wilson ave","BROOKLYN","NY",11207,"Kings County",5,3,"Not Indicated","BK",3423,43,304,3041300,30413001001,413,1001,32,37,11207,"Q252",83,34,3500,3,4,"3B","R6","","","","C1-3","","","",NA,"","N","C2",2,0,"","JC REAL ESTATE DEVELOPMENT L.P.",1960,4410,0,4410,0,0,0,0,0,0,2,1,3,6,6,24.5,80,24.5,60,"N",0,"N",5,5,49500,486000,105586,1910,2008,0,"","",2.25,2.43,0,4.8,3,3034230043,NA,413,1009842,190751,"17c","","309 020",31108,"",NA,"",1,NA,NA,"25v4","",40.6902072,-73.9077172,NA
"157","NYC20090144","KNICKERBOCKER AVENUE CLUSTER","565 wilson ave","BROOKLYN","NY",11207,"Kings County",4,3,"Not Indicated","BK",3412,2,304,3043700,30437002002,437,2002,32,37,11207,"L112",83,34,3500,3,4,"3B","R6","","","","C1-3","","","",NA,"","N","S4",4,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2500,4725,1575,3150,0,1575,0,0,0,0,2,1,3,4,5,25,100,25,63,"N",3,"N",5,5,60750,524250,115746,1905,0,0,"","",1.89,2.43,0,4.8,3,3034120002,NA,437,1009538,191173,"17c","","309 045",31108,"",NA,"",1,NA,NA,"25v4","",40.6913663,-73.9088118,NA
"158","NYC20090145","KNICKERBOCKER AVENUE CLUSTER","49 wilson ave","BROOKLYN","NY",11237,"Kings County",5,4,"Not Indicated","BK",3165,8,304,3042700,30427003001,427,3001,32,34,11237,"E218",83,34,2200,3,4,"1B","R6","","","","","","","",NA,"","N","S4",4,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2500,4125,1375,2750,0,1375,0,0,0,0,2,2,3,4,5,25,100,25,55,"G",0,"N",3,5,60750,457650,55250,1931,2009,0,"","",1.65,2.43,0,4.8,3,3031650008,NA,427,1003996,195310,"13b","","309 036",31102,"",NA,"",1,NA,NA,"25v4","",40.7027355,-73.9287841,NA
"159","NYC20090146","KNICKERBOCKER AVENUE CLUSTER","1241 halsey st","BROOKLYN","NY",11237,"Kings County",4,3,"Not Indicated","BK",3406,52,304,3043700,30437004001,437,4001,32,37,11237,"E271",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","S9",4,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2642,6868,1717,5151,0,1717,0,0,0,0,2,1,4,6,8,26.42,100,26.42,65,"N",3,"N",5,2,65250,585450,140658,1906,2007,0,"","",2.6,2.43,0,4.8,3,3034060052,NA,437,1009916,192136,"13d","","309 044",31108,"",NA,"",1,NA,NA,"25v4","",40.6940085,-73.9074451,NA
"160","NYC20090147","KNICKERBOCKER AVENUE CLUSTER","202 wilson ave","BROOKLYN","NY",11237,"Kings County",5,3,"Not Indicated","BK",3256,26,304,3042100,30421004001,421,4000,32,37,11237,"E218",83,34,3200,3,4,"2A","R6","","","","C2-3","","","",NA,"","N","C2",2,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2500,4275,0,4275,0,0,0,0,0,0,2,1,3,6,6,25,100,25,57,"N",0,"N",5,5,60750,544950,98160,1931,2009,0,"","",1.71,2.43,0,4.8,3,3032560026,NA,421,1005622,193885,"13b","","309 014",31104,"",NA,"",1,NA,NA,"25v4","",40.6988205,-73.9229243,NA
"161","NYC20090148","KNICKERBOCKER AVENUE CLUSTER","11 troutman st","BROOKLYN","NY",11206,"Kings County",3,3,"Not Indicated","BK",3170,141,304,3038900,30389003002,389,3002,32,34,11206,"E218",83,34,1710,3,4,"1A","R6","","","","C2-3","","","",NA,"","N","C3",2,0,"","JC REAL ESTATE DEVELOPMENT L.P.",1575,3192,0,3192,0,0,0,0,0,0,2,1,3,4,4,15.75,100,15.75,55,"N",0,"N",5,5,40500,509850,73183,1931,2009,0,"","",2.03,2.43,0,4.8,3,3031700141,NA,389,1002566,193406,"13b","","309 001",31102,"",NA,"",1,NA,NA,"25v4","",40.6975126,-73.9339467,NA
"162","NYC20090175","KNICKERBOCKER AVENUE CLUSTER","572 wilson ave","BROOKLYN","NY",11207,"Kings County",5,4,"Not Indicated","BK",3417,32,304,3041300,30413001000,413,1000,32,37,11207,"Q252",83,34,3500,3,4,"3B","R6","","","","C1-3","","","",NA,"","N","S4",4,0,"","JC REAL ESTATE DEVELOPMENT L.P.",1875,4875,1625,3250,0,1625,0,0,0,0,2,1,3,4,5,25,75,25,65,"E",0,"N",5,5,47250,475650,103237,1912,2008,0,"","",2.6,2.43,0,4.8,3,3034170032,NA,413,1009676,190877,"17c","","309 020",31108,"",NA,"",1,NA,NA,"25v4","",40.6905535,-73.9083153,NA
"163","NYC20090508","COOK STREET HOUSING LLC","9 cook st","BROOKLYN","NY",11206,"Kings County",152,150,"Not Indicated","BK",3113,32,301,3049100,30491003003,491,3003,14,34,11206,"L108",90,30,1500,3,1,"5B","R7A","","","","C2-4","C1-4","","",NA,"","Y","D1",3,0,"X","NYC PARTNERSHIP HDFC",13250,52650,5885,46765,0,5885,0,0,0,0,2,1,8,153,154,125,125,125,53,"N",3,"Y",5,2,238500,7494300,7494300,2009,0,0,"","",3.97,4,0,4,3,3031130032,NA,491,999867,195203,"13b","","303 043",31005,"",3031130032,"05/21/2009",1,NA,NA,"25v4","",40.7024501,-73.943676,NA
"164","NYC20090810","WAZOBIA HOUSE","39 van buren st","BROOKLYN","NY",11221,"Kings County",41,41,"Not Indicated","BK",1791,68,303,3026300,30263001000,263,1000,16,36,11221,"L102",79,32,2000,3,3,"3B","R6B","","","","","","","",NA,"","N","D1",3,0,"X","WAZOBIA HOUSE HOUSING DEVELOPMENT FUND C ORPORATION",2000,4842,0,4842,0,0,0,0,0,0,2,1,5,42,42,20,100,0,0,"N",0,"N",5,0,48150,422550,422550,2008,0,0,"","",2.42,2,0,2,3,3017910068,NA,263,999797,190745,"17a","","305 006",30610,"",NA,"",1,NA,NA,"25v4","",40.690214,-73.9439387,NA
"165","NYC20100126","KNICKERBOCKER AVENUE CLUSTER","818 knickerbocker ave","BROOKLYN","NY",11207,"Kings County",6,4,"Not Indicated","BK",3418,33,304,3043700,30437002003,437,2003,32,37,11207,"Q252",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","C2",2,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2600,5616,0,5616,0,0,0,0,0,0,2,1,3,6,6,26,100,26,72,"N",2,"N",5,5,65250,577800,127183,1912,2008,0,"","",2.16,2.43,0,4.8,3,3034180033,NA,437,1010007,191452,"17c","","309 045",31108,"",NA,"",1,NA,NA,"25v4","",40.6921308,-73.9071196,NA
"166","NYC20100127","KNICKERBOCKER AVENUE CLUSTER","187 eldert st","BROOKLYN","NY",11207,"Kings County",6,4,"Not Indicated","BK",3411,55,304,3041300,30413002002,413,2001,32,37,11207,"L112",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","C2",2,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2750,6188,0,6188,0,0,0,0,0,0,2,1,3,6,6,27.5,100,27.5,75,"N",0,"N",5,5,7200,636750,0,1905,0,0,"","",2.25,2.43,0,4.8,3,3034110055,NA,413,1009238,190789,"17c","","309 019",31108,"",NA,"",1,NA,NA,"25v4","",40.6903132,-73.9098951,NA
"167","NYC20100128","KNICKERBOCKER AVENUE CLUSTER","194 eldert st","BROOKLYN","NY",11207,"Kings County",3,2,"Not Indicated","BK",3417,10,304,3041300,30413001000,413,1000,32,37,11207,"Q252",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","C2",2,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2400,3816,0,3816,0,0,0,0,0,0,2,1,3,6,6,24,100,24,53,"N",2,"N",5,5,58500,472500,88497,1912,2010,0,"","",1.59,2.43,0,4.8,3,3034170010,NA,413,1009338,190660,"17c","","309 020",31108,"",NA,"",1,NA,NA,"25v4","",40.6899588,-73.9095349,NA
"168","NYC20100129","KNICKERBOCKER AVENUE CLUSTER","248 cornelia st","BROOKLYN","NY",11221,"Kings County",5,5,"Not Indicated","BK",3384,12,304,3043500,30435002002,435,2002,32,37,11221,"L112",83,34,3400,3,4,"3B","R6","","","","C2-3","","","",NA,"","N","C2",2,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2500,5025,0,5025,0,0,0,0,0,0,2,1,3,5,5,25,100,25,67,"N",3,"N",5,2,73350,553500,0,1907,2006,0,"","",2.01,2.43,0,4.8,3,3033840012,NA,435,1008650,191916,"13d","Y","309 043",31107,"",NA,"",1,NA,NA,"25v4","",40.6934082,-73.9120113,NA
"169","NYC20100130","KNICKERBOCKER AVENUE CLUSTER","309 schaefer st","BROOKLYN","NY",11237,"Kings County",5,3,"Not Indicated","BK",3425,62,304,3040900,30409003000,409,3000,32,37,11237,"Q252",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","C2",2,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2550,4305,0,4305,0,0,0,0,0,0,2,1,3,6,6,25.5,100,20.5,70,"N",0,"N",5,5,63000,474300,117307,1906,2008,0,"","",1.69,2.43,0,4.8,3,3034250062,NA,409,1010624,191781,"17c","","309 045",31108,"",NA,"",1,NA,NA,"25v4","",40.693032,-73.9048934,NA
"170","NYC20100135","KNICKERBOCKER AVENUE CLUSTER","708 knickerbocker ave","BROOKLYN","NY",11221,"Kings County",6,4,"Not Indicated","BK",3384,35,304,3043500,30435002002,435,2002,32,37,11221,"L112",83,34,3400,3,4,"3B","R6","","","","","","","",NA,"","N","C2",2,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2600,5460,0,5460,0,0,0,0,0,0,2,1,3,6,6,26,100,26,70,"N",3,"N",5,2,76050,601650,0,1905,2006,0,"","",2.1,2.43,0,4.8,3,3033840035,NA,435,1008964,192230,"13d","","309 043",31107,"",NA,"",1,NA,NA,"25v4","",40.6942692,-73.9108778,NA
"171","NYC20100136","KNICKERBOCKER AVENUE CLUSTER","784 knickerbocker ave","BROOKLYN","NY",11207,"Kings County",3,2,"Not Indicated","BK",3412,30,304,3043700,30437002002,437,2002,32,37,11207,"L112",83,34,3500,3,4,"3B","R6","","","","","","","",NA,"","N","S9",4,0,"","JC REAL ESTATE DEVELOPMENT L.P.",2100,4200,2100,2100,0,2100,0,0,0,0,2,1,2,2,5,20,105,20,105,"N",2,"N",5,5,51750,466200,92270,1925,2010,0,"","",2,2.43,0,4.8,3,3034120030,NA,437,1009715,191666,"17c","","309 045",31108,"",NA,"",1,NA,NA,"25v4","",40.692719,-73.9081717,NA
"172","NYC20100142","LIVONIA TERRACE APTS","446 alabama ave","BROOKLYN","NY",11207,"Kings County",60,58,"Not Indicated","BK",3802,38,305,3113000,31130001001,1130,1001,19,42,11207,"E290",75,33,6300,3,5,"4C","R6","","","","","","","",NA,"","N","C1",2,0,"X","LIVONIA TERRACE HDFC",20000,55328,0,55328,0,0,0,0,0,0,2,5,4,60,60,200,100,43,88,"N",2,"N",5,2,270000,2652750,2652750,1971,2009,0,"","",2.77,2.43,0,4.8,3,3038020038,NA,1130,1012747,181547,"17d","","316 030",31207,"",NA,"",1,NA,NA,"25v4","",40.6649354,-73.8972809,NA
"173","NYC20151026","LIVONIA COMMONS","491 sheffield ave","BROOKLYN","NY",11207,"Kings County",278,274,"Not Indicated","BK",3805,7501,305,3112600,31126003000,1126,3000,19,42,11207,"E290",75,33,6300,3,5,"4C","R7A","","","","C2-4","","","",NA,"","N","RM",4,0,"","UNAVAILABLE OWNER",12744,58732,3561,55171,0,3561,0,0,0,0,2,1,NA,52,53,0,0,0,0,"",0,"N",0,5,419295,5370264,5033301,0,0,0,"","",4.61,4,0,4,3,3038057501,3755,1126,1013434,181543,"17d","","316 031",31207,"",3038050001,"02/19/2016",1,NA,NA,"25v4","t",40.6649222,-73.8948046,NA
"174","NYC20162064","STAMMTISCH ASSOCIATES, LP","26 morgan ave","BROOKLYN","NY",11237,"Kings County",46,42,"Not Indicated","BK",3012,8,301,3045300,30453002012,453,2009,32,34,11237,"E237",90,30,900,3,1,"5B","M1-1","","","","","","","",NA,"","N","C2",2,0,"X","STAMMTISCH HOUSING DEVELOPMENT FUND COMP ANY, INC.",2500,4179,0,4179,0,0,0,0,0,0,2,1,3,5,5,25,100,25,55.75,"N",2,"N",5,2,34200,517950,517950,1931,2013,0,"","",1.67,0,1,2.4,3,3030120008,NA,453,1003342,196020,"13b","","309 035",31003,"",NA,"",1,NA,NA,"25v4","",40.7046857,-73.9311408,NA
"175","NYC20163017","IMPACCT PRESERVATION - NORTHERN CLUSTER","660 willoughby ave","BROOKLYN","NY",11206,"Kings County",135,117,"Not Indicated","BK",1769,9,303,3028300,30283003001,283,3001,16,36,11206,"L102",79,36,1900,3,3,"1B","R6A","","","","","","","",NA,"","N","D1",3,0,"X","IMPACCT HOUSING DEVELOPMENT FUND CORPORA TION",5000,20950,0,20950,0,0,0,0,0,0,2,1,6,24,24,50,100,50,87,"N",0,"N",5,2,44550,319500,319500,1927,0,0,"","",4.19,3,0,3,3,3017690009,NA,283,1000110,192259,"13b","","303 065",30609,"",NA,"",1,NA,NA,"25v4","",40.6943691,-73.9428065,NA
"176","NYC20163018","IMPACCT PRESERVATION - SOUTHERN CLUSTER","542 gates ave","BROOKLYN","NY",11221,"Kings County",93,84,"Not Indicated","BK",1815,15,303,3026500,30265003000,265,3000,13,36,11221,"E235",79,32,2000,3,3,"3B","R6A","","","","","","","",NA,"","N","C1",2,0,"X","IMPACCT HOUSING DEVELOPMENT FUND CORPORA TION",5825,20000,0,20000,0,0,0,0,0,0,2,1,4,16,16,57,105,57,88,"N",0,"Y",5,2,39150,656100,656100,1907,1997,2016,"","",3.43,3,0,3,3,3018150015,NA,265,999837,189488,"17a","","305 018",30610,"",NA,"",1,NA,NA,"25v4","",40.6867638,-73.9437974,NA
"177","NYC20171060","WILLIAMSBURG APARTMENTS","37 ten eyck st","BROOKLYN","NY",11206,"Kings County",53,52,"Not Indicated","BK",2791,35,301,3051300,30513002002,513,2001,14,34,11206,"E216",90,30,700,3,1,"2A","R6B","","","","","","","",NA,"","N","D3",3,0,"X","HP YUCO HDFC",2500,5477,0,5477,0,0,0,0,0,0,2,1,4,6,6,25,100,25,59,"N",3,"N",5,2,135000,1147500,1147500,2015,0,0,"","",2.19,2,0,2,3,3027910035,NA,513,998333,197912,"13b","","303 037",30906,"",NA,"",1,NA,NA,"25v4","",40.7098882,-73.9492028,NA
"178","NYC20173015","MHANY 75","1141 bushwick ave","BROOKLYN","NY",11221,"Kings County",254,216,"Not Indicated","BK",3367,3,304,3039900,30399002000,399,2002,32,37,11221,"L112",83,34,3400,3,4,"2A","R6","","","","","","","",NA,"","N","C1",2,0,"X","MHANY 2015 HOUSING DEVELOPMENT FUND CORP",2017,5200,0,5200,0,0,0,0,0,0,2,1,4,7,7,20.17,100,20,65,"N",0,"N",5,0,72450,643950,643950,1900,1993,0,"","",2.58,2.43,0,4.8,3,3033670003,NA,399,1007087,190521,"17a","","305 042",31107,"",NA,"",1,NA,NA,"25v4","",40.6895834,-73.9176523,NA
"179","NYC20191008","BRP L2 LLC  LIVONIA","500 livonia ave","BROOKLYN","NY",11207,"Kings County",240,240,"Not Indicated","BK",3817,7501,305,3113200,31132002003,1132,1003,19,42,11207,"E231",75,33,6300,3,5,"4C","R7A","","","","C2-4","","","",NA,"","N","RM",4,0,"X","L2 HOUSING DEVELOPMENT FUND CORPORATION",20000,93542,8995,84547,0,8995,0,0,0,0,2,1,7,90,92,100,200,200,100,"N",0,"Y",0,5,898894,6916428,6916428,2016,2016,0,"","",4.68,4,0,4,3,3038177501,4614,1132,1012247,181122,"17d","","316 030",31207,"",3038170020,"",1,NA,NA,"25v4","",40.6637705,-73.899085,NA
"180","NYC20201020","HELP LIVONIA II","463 livonia ave","BROOKLYN","NY",11207,"Kings County",57,56,"Not Indicated","BK",3799,7501,305,3113200,31132002001,1132,1001,19,42,11207,"E231",75,33,6300,3,5,"4C","C4-4L","","","","","","","",NA,"","N","RM",4,0,"","HELP LIVONIA II HOUSING DEVELOPMENT FUND  CORP",15000,57759,7846,49913,0,0,0,0,0,7846,2,1,7,57,58,150,100,143.5,80.31,"",0,"N",0,5,501750,7145100,6437475,2018,0,0,"","",3.85,4,4,4,3,3037997501,4649,1132,1011944,181234,"17d","","316 029",31207,"",3037990045,"",1,NA,NA,"25v4","",40.6640788,-73.9001767,NA
"181","NYC20211003","50 PENN","62 pennsylvania ave","BROOKLYN","NY",11207,"Kings County",218,217,"Not Indicated","BK",3669,7501,305,3119800,31198001006,1198,1006,19,37,11207,"L175",75,34,3820,3,5,"1C","C4-4L","","","","","","EC-5","EC-6",NA,"","Y","RM",4,0,"","2618 FULTON STREET REALTY, LLC",35000,171610,32609,139001,0,32609,0,0,0,0,2,1,9,218,221,250,200,250,200,"",3,"N",0,5,1260000,19022400,18289618,2020,0,0,"","",4.9,4,4,4,3,3036697501,5460,1198,1012656,185862,"17c","","316 010",31205,"E-366",3036690022,"",1,NA,NA,"25v4","",40.6767794,-73.8975908,NA
"182","NYC20230008","DEBEVOISE SENIOR HOUSING","40 debevoise st","BROOKLYN","NY",11206,"Kings County",65,64,"Not Indicated","BK",3127,7501,301,3049100,30491002003,491,2003,14,34,11206,"L108",90,30,1500,3,1,"5B","C4-3","","","","","","","",NA,"","N","RM",4,0,"","UNAVAILABLE OWNER",10000,56205,9792,46413,0,9792,0,0,0,0,2,1,8,65,67,0,0,0,0,"",0,"N",0,5,326700,8201675,6708495,2018,0,0,"","",5.62,2.43,3.4,4.8,3,3031277501,4381,491,1000557,194865,"13b","","303 046",31005,"",3031270017,"05/11/2018",1,NA,NA,"25v4","",40.7015211,-73.9411882,NA
"183","NYE20201039","VAN SINDEREN PLAZA, LLC","679 van sinderen ave","BROOKLYN","NY",11207,"Kings County",130,129,"Not Indicated","BK",3850,7501,305,3113200,31132001002,1132,2002,19,42,11207,"E231",75,33,6300,3,5,"4C","R7A","","","","C2-4","","","",NA,"","N","RM",4,0,"","VAN SINDEREN PLAZA HOUSING DEVELOPMENT F UND CORPOR",37550,132557,23818,108739,0,23818,0,0,0,0,2,1,7,102,104,409.88,209.19,145.77,343.83,"",0,"N",0,5,2105203,11669075,9180369,2018,0,0,"","",3.53,4,0,4,3,3038507501,4356,1132,1012223,179656,"17d","","316 036",31208,"",3038500005,"",1,NA,NA,"25v4","",40.6597467,-73.8991776,NA
